Categoria,Subcategoria,Producto,Precio,URL Imagen,Nutriscore
,,Queso protein cottage Arla foods tarrina 200 g,"1,99 €",https://www.dia.es/product_images/288046/288046_ISO_0_ES.jpg?imwidth=176,D
,,Queso fresco bajo en sal Dia Lactea tarrina 4 x 62.5 g,"1,49 €",https://www.dia.es/product_images/255335/255335_ISO_0_ES.jpg?imwidth=176,A
,,Queso roquefort Seleccion Mundial bandeja 100 g,"1,75 €",https://www.dia.es/product_images/222761/222761_ISO_0_ES.jpg?imwidth=176,B
,,Queso azul El cencerro bandeja 150 g,"1,40 €",https://www.dia.es/product_images/44948/44948_ISO_0_ES.jpg?imwidth=176,A
,,Queso gorgonzola D.O.P. Seleccion Mundial bandeja 200 g,"2,37 €",https://www.dia.es/product_images/207458/207458_ISO_0_ES.jpg?imwidth=176,B
,,Queso de untar original Cremette tarrina 200 g,"1,72 €",https://www.dia.es/product_images/285619/285619_ISO_0_ES.jpg?imwidth=176,A
,,Queso de untar con finas hierbas Philadelphia tarrina 150 g,"2,39 €",https://www.dia.es/product_images/5350/5350_ISO_0_ES.jpg?imwidth=176,A
,,Queso fundido en porciones Dia Lactea caja 375 g,"2,15 €",https://www.dia.es/product_images/264064/264064_ISO_0_ES.jpg?imwidth=176,D
,,Crema con queso camembert Dia Lactea tarrina 125 g,"1,35 €",https://www.dia.es/product_images/120200/120200_ISO_0_ES.jpg?imwidth=176,E
,,Queso de untar original Philadelphia tarrina 250 g,"2,68 €",https://www.dia.es/product_images/45247/45247_ISO_0_ES.jpg?imwidth=176,E
,,Queso fundido light en porciones Dia Lactea caja 250 g,"1,55 €",https://www.dia.es/product_images/116857/116857_ISO_0_ES.jpg?imwidth=176,E
,,Crema con queso semicurado Dia Lactea tarrina 125 g,"1,35 €",https://www.dia.es/product_images/296013/296013_ISO_0_ES.jpg?imwidth=176,E
,,Queso de untar light Cremette tarrina 200 g,"1,72 €",https://www.dia.es/product_images/285620/285620_ISO_0_ES.jpg?imwidth=176,B
,,Crema con queso de cabra Dia Lactea tarrina 125 g,"1,35 €",https://www.dia.es/product_images/296054/296054_ISO_0_ES.jpg?imwidth=176,A
,,Mini queso tierno Babybel malla 120 g,"2,74 €",https://www.dia.es/product_images/60325/60325_ISO_0_ES.jpg?imwidth=176,D
,,Queso fundido original en porciones La vaca que rie caja 250 g,"2,78 €",https://www.dia.es/product_images/127523/127523_ISO_0_ES.jpg?imwidth=176,B
,,Queso de untar light Philadelphia tarrina 250 g,"2,68 €",https://www.dia.es/product_images/46047/46047_ISO_0_ES.jpg?imwidth=176,C
,,Queso de untar original Philadelphia tarrina 350 g,"3,55 €",https://www.dia.es/product_images/189086/189086_ISO_0_ES.jpg?imwidth=176,B
,,Queso fundido con palitos de pan La vaca que rie caja 140 g,"2,39 €",https://www.dia.es/product_images/88287/88287_ISO_0_ES.jpg?imwidth=176,A
,,Mousse de queso con nueces President Bon delice tarrina 125 g,"1,99 €",https://www.dia.es/product_images/299697/299697_ISO_0_ES.jpg?imwidth=176,E
,,Queso fundido light en porciones La vaca que rie caja 250 g,"2,78 €",https://www.dia.es/product_images/1776/1776_ISO_0_ES.jpg?imwidth=176,C
,,Queso de untar light Philadelphia tarrina 350 g,"3,55 €",https://www.dia.es/product_images/211479/211479_ISO_0_ES.jpg?imwidth=176,B
,,Tabla de quesos Imperial Millan vicente bandeja 250 g,"3,89 €",https://www.dia.es/product_images/299691/299691_ISO_0_ES.jpg?imwidth=176,C
,,Crema de untar vegetal Philadelphia tarrina 145 g,"2,99 €",https://www.dia.es/product_images/294318/294318_ISO_0_ES.jpg?imwidth=176,A
,,Queso fundido light en porciones El caserio caja 250 g,"2,40 €",https://www.dia.es/product_images/187772/187772_ISO_0_ES.jpg?imwidth=176,B
,,Queso brie Seleccion Mundial 200 g,"1,69 €",https://www.dia.es/product_images/11877/11877_ISO_0_ES.jpg?imwidth=176,D
,,Queso provolone con oregano Seleccion Mundial bolsa 150 g,"1,99 €",https://www.dia.es/product_images/182970/182970_ISO_0_ES.jpg?imwidth=176,E
,,Queso curado italiano Seleccion Mundial bandeja 200 g,"2,79 €",https://www.dia.es/product_images/263574/263574_ISO_0_ES.jpg?imwidth=176,A
,,Queso emmental Seleccion Mundial bolsa 250 g,"2,03 €",https://www.dia.es/product_images/282301/282301_ISO_0_ES.jpg?imwidth=176,E
,,Queso gouda Seleccion Mundial bandeja 400 g,"3,19 €",https://www.dia.es/product_images/53195/53195_ISO_0_ES.jpg?imwidth=176,B
,,Queso parmigiano reggiano D.O.P. Seleccion Mundial bandeja 150 g,"3,45 €",https://www.dia.es/product_images/263575/263575_ISO_0_ES.jpg?imwidth=176,B
,,Queso camembert Seleccion Mundial tarrina 250 g,"1,99 €",https://www.dia.es/product_images/1253/1253_ISO_0_ES.jpg?imwidth=176,E
,,Queso cheddar extra mature Seleccion Mundial bolsa 200 g,"2,19 €",https://www.dia.es/product_images/265533/265533_ISO_0_ES.jpg?imwidth=176,D
,,Queso Gruyere Seleccion Mundial bolsa 200 g,"2,49 €",https://www.dia.es/product_images/294054/294054_ISO_0_ES.jpg?imwidth=176,B
,,Queso de untar blanco con pina Castello tarrina 125 g,"2,29 €",https://www.dia.es/product_images/135172/135172_ISO_0_ES.jpg?imwidth=176,A
,,Queso vegano cheddar Flax&kale bandeja 130 g,"1,99 €",https://www.dia.es/product_images/287336/287336_ISO_0_ES.jpg?imwidth=176,A
,,Queso vegano gouda Flax&kale bandeja 130 g,"1,99 €",https://www.dia.es/product_images/287337/287337_ISO_0_ES.jpg?imwidth=176,A
,,Queso vegano mozzarella Flax&kale bolsa 130 g,"1,99 €",https://www.dia.es/product_images/287338/287338_ISO_0_ES.jpg?imwidth=176,A
,,Salchichas cocidas frankfurt Funky Frank bolsa 4 x 160 g,"1,85 €",https://www.dia.es/product_images/273442/273442_ISO_0_ES.jpg?imwidth=176,E
,,Salchichas cocidas frankfurt con queso Funky Frank bolsa 4 x 140 g,"1,99 €",https://www.dia.es/product_images/273443/273443_ISO_0_ES.jpg?imwidth=176,C
,,Salchichas cocidas super Funky Frank bolsa 350 g,"1,79 €",https://www.dia.es/product_images/101581/101581_ISO_0_ES.jpg?imwidth=176,C
,,Salchichas cocidas Viena con queso Funky Frank bolsa 3 x 200 g,"2,19 €",https://www.dia.es/product_images/283361/283361_ISO_0_ES.jpg?imwidth=176,E
,,Salchichas cocidas Viena de pollo Funky Frank bolsa 3 x 200 g,"2,15 €",https://www.dia.es/product_images/283362/283362_ISO_0_ES.jpg?imwidth=176,D
,,Salchichas cocidas frankfurt Campofrio bolsa 4 x 140 g,"2,25 €",https://www.dia.es/product_images/125955/125955_ISO_0_ES.jpg?imwidth=176,D
,,Salchichas hot dog Elpozo King bolsa 275 g,"1,50 €",https://www.dia.es/product_images/297774/297774_ISO_0_ES.jpg?imwidth=176,D
,,Salchichas cocidas wieners Oscar mayer bolsa 200 g,"1,33 €",https://www.dia.es/product_images/1062/1062_ISO_0_ES.jpg?imwidth=176,E
,,Salchichas cocidas wieners con queso Oscar mayer bolsa 200 g,"1,39 €",https://www.dia.es/product_images/195181/195181_ISO_0_ES.jpg?imwidth=176,B
,,Salchichas frankfurt Elpozo bolsa 3 x 160 g,"2,00 €",https://www.dia.es/product_images/261334/261334_ISO_0_ES.jpg?imwidth=176,A
,,Salchichas big pavo Elpozo bolsa 3 x 200 g,"2,50 €",https://www.dia.es/product_images/162106/162106_ISO_0_ES.jpg?imwidth=176,B
,,Salchichas hot dog con queso Elpozo King bolsa 275 g,"1,50 €",https://www.dia.es/product_images/297778/297778_ISO_0_ES.jpg?imwidth=176,C
,,Salchichas cocidas Viena clasicas Funky Frank bolsa 3 x 200 g,"2,19 €",https://www.dia.es/product_images/283363/283363_ISO_0_ES.jpg?imwidth=176,A
,,Salchichas bockwurst Seleccion Mundial frasco 250 g,"2,59 €",https://www.dia.es/product_images/274069/274069_ISO_0_ES.jpg?imwidth=176,B
,,Salchichas cocidas jumbo classic Oscar mayer bolsa 350 g,"2,45 €",https://www.dia.es/product_images/1306/1306_ISO_0_ES.jpg?imwidth=176,D
,,Salchichas cocidas jumbo con queso Oscar mayer bolsa 350 g,"2,45 €",https://www.dia.es/product_images/67436/67436_ISO_0_ES.jpg?imwidth=176,C
,,Salchichas bockwurst Seleccion Mundial bolsa 270 g,"2,99 €",https://www.dia.es/product_images/294954/294954_ISO_0_ES.jpg?imwidth=176,E
,,Salchichas frankfurt de pavo Campofrio bolsa 3 x 140 g,"1,99 €",https://www.dia.es/product_images/288206/288206_ISO_0_ES.jpg?imwidth=176,E
,,Salchichas veganas Revolu green bolsa 170 g,"2,79 €",https://www.dia.es/product_images/297706/297706_ISO_0_ES.jpg?imwidth=176,A
,,Salchichas bratwurst Seleccion Mundial bolsa 270 g,"2,99 €",https://www.dia.es/product_images/294955/294955_ISO_0_ES.jpg?imwidth=176,A
,,Salchichas meisterhand Schara bolsa 340 g,"3,95 €",https://www.dia.es/product_images/287852/287852_ISO_0_ES.jpg?imwidth=176,B
,,Salchicha alemana cocktail Seleccion Mundial frasco 150 g,"2,35 €",https://www.dia.es/product_images/274070/274070_ISO_0_ES.jpg?imwidth=176,D
,,Salchichas cocidas frankfurt pikante Schara bolsa 170 g,"2,95 €",https://www.dia.es/product_images/181898/181898_ISO_0_ES.jpg?imwidth=176,E
,,Salchichas cocidas bockwurst Meica frasco 250 g,"4,99 €",https://www.dia.es/product_images/130057/130057_ISO_0_ES.jpg?imwidth=176,D
,,Pate de atun Nuestra Alacena pack 2 x 75 g,"1,60 €",https://www.dia.es/product_images/293539/293539_ISO_0_ES.jpg?imwidth=176,A
,,Pate de cerdo intenso Nuestra Alacena pack 3 x 75 g,"1,75 €",https://www.dia.es/product_images/293538/293538_ISO_0_ES.jpg?imwidth=176,D
,,Pate a la pimienta Nuestra Alacena frasco 125 g,"1,09 €",https://www.dia.es/product_images/39997/39997_ISO_0_ES.jpg?imwidth=176,E
,,Pate a las finas hierbas Nuestra Alacena frasco 125 g,"1,09 €",https://www.dia.es/product_images/39998/39998_ISO_0_ES.jpg?imwidth=176,D
,,Pate de salmon Nuestra Alacena frasco 110 g,"1,45 €",https://www.dia.es/product_images/286535/286535_ISO_0_ES.jpg?imwidth=176,E
,,Mousse de foie de pato Aoste blister 100 g,"1,99 €",https://www.dia.es/product_images/280341/280341_ISO_0_ES.jpg?imwidth=176,B
,,Pate de higado de cerdo suave Nuestra Alacena pack 2 x 75 g,"1,29 €",https://www.dia.es/product_images/293540/293540_ISO_0_ES.jpg?imwidth=176,C
,,Pate de higado de cerdo Mina lata 3 x 80 g,"2,19 €",https://www.dia.es/product_images/61982/61982_ISO_0_ES.jpg?imwidth=176,C
,,Pate La piara Tapa Negra lata 3 x 75 g,"3,95 €",https://www.dia.es/product_images/284/284_ISO_0_ES.jpg?imwidth=176,E
,,Pate de campana Nuestra Alacena frasco 125 g,"1,09 €",https://www.dia.es/product_images/57938/57938_ISO_0_ES.jpg?imwidth=176,E
,,Pate de anchoa Nuestra Alacena frasco 110 g,"1,45 €",https://www.dia.es/product_images/286536/286536_ISO_0_ES.jpg?imwidth=176,B
,,Pate de cerdo iberico Nuestra Alacena frasco 125 g,"1,09 €",https://www.dia.es/product_images/57937/57937_ISO_0_ES.jpg?imwidth=176,A
,,Pate de pato superior Martiko blister 75 g,"1,99 €",https://www.dia.es/product_images/213550/213550_ISO_0_ES.jpg?imwidth=176,E
,,Pate de cerdo a la pimienta 2 unidades La cuina blister 100 g,"1,29 €",https://www.dia.es/product_images/295874/295874_ISO_0_ES.jpg?imwidth=176,C
,,Pate olivada Vegedia frasco 110 g,"1,49 €",https://www.dia.es/product_images/286533/286533_ISO_0_ES.jpg?imwidth=176,A
,,Pate de jamon Nuestra Alacena frasco 110 g,"1,49 €",https://www.dia.es/product_images/286531/286531_ISO_0_ES.jpg?imwidth=176,E
,,Pate de pollo Nuestra Alacena frasco 110 g,"1,49 €",https://www.dia.es/product_images/286532/286532_ISO_0_ES.jpg?imwidth=176,A
,,Pate de ciervo al pedro ximenez Gourmet cazorla frasco 110 g,"1,89 €",https://www.dia.es/product_images/274869/274869_ISO_0_ES.jpg?imwidth=176,B
,,Pate de perdiz Gourmet cazorla frasco 110 g,"1,89 €",https://www.dia.es/product_images/274868/274868_ISO_0_ES.jpg?imwidth=176,A
,,Surtido de pates Iberitos lata 3 x 80 g,"2,95 €",https://www.dia.es/product_images/296692/296692_ISO_0_ES.jpg?imwidth=176,B
,,Pate de cerdo a las finas hierbas 2 unidades La cuina blister 100 g,"1,29 €",https://www.dia.es/product_images/295873/295873_ISO_0_ES.jpg?imwidth=176,A
,,Pate de remolacha y rabano picante Carlota organic frasco 180 g,"2,95 €",https://www.dia.es/product_images/294998/294998_ISO_0_ES.jpg?imwidth=176,B
,,Pate de berenjena y semillas de girasol Carlota organic frasco 180 g,"2,95 €",https://www.dia.es/product_images/294996/294996_ISO_0_ES.jpg?imwidth=176,C
,,"Pate de papaya, manzana y curry Carlota organic frasco 180 g","2,95 €",https://www.dia.es/product_images/294994/294994_ISO_0_ES.jpg?imwidth=176,E
,,Verduras braseadas Vegedia frasco 110 g,"1,49 €",https://www.dia.es/product_images/286534/286534_ISO_0_ES.jpg?imwidth=176,C
,,Bloc pate de pato Sivore lata 150 g,"3,49 €",https://www.dia.es/product_images/282420/282420_ISO_0_ES.jpg?imwidth=176,A
,,Pate con pedro ximenez La piara frasco 130 g,"2,19 €",https://www.dia.es/product_images/282387/282387_ISO_0_ES.jpg?imwidth=176,B
,,Pate iberico al oporto Gourmet cazorla frasco 110 g,"1,89 €",https://www.dia.es/product_images/274870/274870_ISO_0_ES.jpg?imwidth=176,B
,,Pate La piara Tapa Negra lata 225 g,"3,49 €",https://www.dia.es/product_images/262/262_ISO_0_ES.jpg?imwidth=176,E
,,Bloque de higado de pato Martiko sobre 80 g,"6,19 €",https://www.dia.es/product_images/196641/196641_ISO_0_ES.jpg?imwidth=176,B
,,Crema de pollo natural La piara lata 2 x 75 g,"3,99 €",https://www.dia.es/product_images/187265/187265_ISO_0_ES.jpg?imwidth=176,D
,,Crema de atun La piara frasco 180 g,"3,89 €",https://www.dia.es/product_images/17986/17986_ISO_0_ES.jpg?imwidth=176,B
,,Pate de atun La piara lata 150 g,"3,95 €",https://www.dia.es/product_images/129843/129843_ISO_0_ES.jpg?imwidth=176,C
,,Pate tapa negra iberico La piara Tapa Negra lata 2 x 73 g,"3,95 €",https://www.dia.es/product_images/123844/123844_ISO_0_ES.jpg?imwidth=176,C
,,Pate picante La piara lata 2 x 73 g,"3,95 €",https://www.dia.es/product_images/119815/119815_ISO_0_ES.jpg?imwidth=176,A
,,Pate menos grasa La piara Tapa Negra lata 2 x 73 g,"3,95 €",https://www.dia.es/product_images/116542/116542_ISO_0_ES.jpg?imwidth=176,E
,,Ternera en tacos anojo Seleccion de Dia bandeja 450 g aprox.,"5,53 €",https://www.dia.es/product_images/276318/276318_ISO_0_ES.jpg?imwidth=176,B
,,Escalopines de ternera Seleccion de Dia bandeja 350 g aprox.,"5,25 €",https://www.dia.es/product_images/170629/170629_ISO_0_ES.jpg?imwidth=176,C
,,Filete 1oa de ternera Seleccion de Dia bandeja 400 g aprox.,"6,00 €",https://www.dia.es/product_images/181288/181288_ISO_0_ES.jpg?imwidth=176,A
,,Entrecot de lomo bajo de vacuno Seleccion de Dia bandeja 420 g aprox.,"8,40 €",https://www.dia.es/product_images/276321/276321_ISO_0_ES.jpg?imwidth=176,A
,,Escalopin de vacuno extratierno Elpozo Extratiernos bandeja 600 g aprox.,"8,99 €",https://www.dia.es/product_images/294355/294355_ISO_0_ES.jpg?imwidth=176,B
,,Medallon de cadera vacuno Seleccion de Dia bandeja 235 g aprox.,"3,99 €",https://www.dia.es/product_images/277913/277913_ISO_0_ES.jpg?imwidth=176,D
,,Carpaccio de vacuno marinado con queso Seleccion de Dia bandeja 110 g,"3,89 €",https://www.dia.es/product_images/276324/276324_ISO_0_ES.jpg?imwidth=176,C
,,Filete de vacuno marinado empanado Seleccion de Dia bandeja 500 g aprox.,"7,50 €",https://www.dia.es/product_images/300616/300616_ISO_0_ES.jpg?imwidth=176,B
,,Filetes de pechuga de pollo Seleccion de Dia bandeja 450 g aprox.,"3,51 €",https://www.dia.es/product_images/21977/21977_ISO_0_ES.jpg?imwidth=176,D
,,Jamoncitos de pollo familiar Seleccion de Dia bandeja 800 g aprox.,"3,35 €",https://www.dia.es/product_images/4211/4211_ISO_0_ES.jpg?imwidth=176,E
,,Longaniza de pollo Seleccion de Dia bandeja 400 g,"2,99 €",https://www.dia.es/product_images/275700/275700_ISO_0_ES.jpg?imwidth=176,E
,,Pechuga de pollo entera formato familiar Seleccion de Dia bandeja 1 Kg aprox.,"6,99 €",https://www.dia.es/product_images/261371/261371_ISO_0_ES.jpg?imwidth=176,D
,,Alas partidas de pollo Seleccion de Dia bandeja 600 g aprox.,"3,29 €",https://www.dia.es/product_images/261367/261367_ISO_0_ES.jpg?imwidth=176,A
,,Cuartos traseros de pollo Seleccion de Dia bandeja 650 g aprox.,"2,27 €",https://www.dia.es/product_images/18036/18036_ISO_0_ES.jpg?imwidth=176,B
,,Pechugas enteras de pollo Seleccion de Dia bandeja 500 g aprox.,"2,95 €",https://www.dia.es/product_images/17936/17936_ISO_0_ES.jpg?imwidth=176,B
,,Albondigas de pollo Seleccion de Dia bandeja 420 g,"3,79 €",https://www.dia.es/product_images/297329/297329_ISO_0_ES.jpg?imwidth=176,A
,,Filetes de pechuga de pollo corte fino Seleccion de Dia bandeja 450 g aprox.,"4,05 €",https://www.dia.es/product_images/50844/50844_ISO_0_ES.jpg?imwidth=176,B
,,Pollo entero limpio Seleccion de Dia bandeja 1.9 Kg aprox.,"6,37 €",https://www.dia.es/product_images/6423/6423_ISO_0_ES.jpg?imwidth=176,E
,,Solomillo de pollo Seleccion de Dia bandeja 400 g aprox.,"3,52 €",https://www.dia.es/product_images/261354/261354_ISO_0_ES.jpg?imwidth=176,E
,,Filetes de contramuslo de pollo Seleccion de Dia bandeja 500 g aprox.,"3,75 €",https://www.dia.es/product_images/41736/41736_ISO_0_ES.jpg?imwidth=176,D
,,Filetes de pollo empanados bandeja 400 g,"3,19 €",https://www.dia.es/product_images/198740/198740_ISO_0_ES.jpg?imwidth=176,E
,,Alas de pollo adobadas Seleccion de Dia bandeja 450 g,"2,79 €",https://www.dia.es/product_images/210927/210927_ISO_0_ES.jpg?imwidth=176,E
,,Medio pollo troceado formato familiar Seleccion de Dia bandeja 800 g aprox.,"3,43 €",https://www.dia.es/product_images/261388/261388_ISO_0_ES.jpg?imwidth=176,D
,,Pollo entero para asar Seleccion de Dia bandeja 2 Kg,"7,99 €",https://www.dia.es/product_images/172789/172789_ISO_0_ES.jpg?imwidth=176,E
,,Solomillo de pollo empanado Seleccion de Dia bandeja 500 g aprox.,"4,75 €",https://www.dia.es/product_images/266078/266078_ISO_0_ES.jpg?imwidth=176,C
,,Cuarto trasero de pollo formato familiar Seleccion de Dia bandeja 1.2 Kg aprox.,"4,07 €",https://www.dia.es/product_images/261369/261369_ISO_0_ES.jpg?imwidth=176,B
,,Filetes de pechuga de pollo a las finas hierbas Seleccion de Dia bandeja 450 g aprox.,"3,60 €",https://www.dia.es/product_images/301043/301043_ISO_0_ES.jpg?imwidth=176,E
,,Filete de cinta de lomo tierno Seleccion de Dia bandeja 300 g,"2,69 €",https://www.dia.es/product_images/166223/166223_ISO_0_ES.jpg?imwidth=176,D
,,Estofado de cerdo Seleccion de Dia bandeja 500 g aprox.,"3,20 €",https://www.dia.es/product_images/290996/290996_ISO_0_ES.jpg?imwidth=176,E
,,Solomillo de cerdo Seleccion de Dia bolsa 450 g aprox.,"4,05 €",https://www.dia.es/product_images/11077/11077_ISO_0_ES.jpg?imwidth=176,E
,,Longaniza sin tripa Seleccion de Dia bandeja 325 g,"1,99 €",https://www.dia.es/product_images/112150/112150_ISO_0_ES.jpg?imwidth=176,D
,,Escalopin de lomo de cerdo marinado Elpozo Extratiernos bandeja 600 g aprox.,"4,99 €",https://www.dia.es/product_images/113270/113270_ISO_0_ES.jpg?imwidth=176,C
,,Arreglo para caldo Seleccion de Dia bandeja 1 Kg aprox.,"5,29 €",https://www.dia.es/product_images/186429/186429_ISO_0_ES.jpg?imwidth=176,B
,,Albondigas de cerdo Seleccion de Dia bandeja 400 g,"2,49 €",https://www.dia.es/product_images/271754/271754_ISO_0_ES.jpg?imwidth=176,D
,,Chorizo oreado Seleccion de Dia bandeja 300 g,"2,29 €",https://www.dia.es/product_images/273359/273359_ISO_0_ES.jpg?imwidth=176,A
,,Chuleta de aguja de cerdo Seleccion de Dia bandeja 600 g aprox.,"4,13 €",https://www.dia.es/product_images/260861/260861_ISO_0_ES.jpg?imwidth=176,E
,,Filetes de cabeza de lomo de cerdo Seleccion de Dia bandeja 500 g aprox.,"3,70 €",https://www.dia.es/product_images/260899/260899_ISO_0_ES.jpg?imwidth=176,D
,,Secreto de cerdo Seleccion de Dia bolsa 550 g aprox.,"3,84 €",https://www.dia.es/product_images/144690/144690_ISO_0_ES.jpg?imwidth=176,B
,,Longaniza fresca Seleccion de Dia bandeja 350 g,"2,69 €",https://www.dia.es/product_images/282904/282904_ISO_0_ES.jpg?imwidth=176,C
,,Costillas troceadas de cerdo Seleccion de Dia bandeja 450 g aprox.,"3,55 €",https://www.dia.es/product_images/291164/291164_ISO_0_ES.jpg?imwidth=176,C
,,Cinta de lomo adobada Seleccion de Dia bandeja 850 g aprox.,"6,79 €",https://www.dia.es/product_images/111575/111575_ISO_0_ES.jpg?imwidth=176,C
,,Tira de costilla de cerdo envasada al vacio Seleccion de Dia bolsa 900 g aprox.,"6,56 €",https://www.dia.es/product_images/134262/134262_ISO_0_ES.jpg?imwidth=176,B
,,Chuleta de lomo de cerdo Seleccion de Dia bandeja 600 g aprox.,"4,13 €",https://www.dia.es/product_images/290992/290992_ISO_0_ES.jpg?imwidth=176,C
,,Lomo de cerdo en trozo Elpozo bandeja 950 g aprox.,"5,69 €",https://www.dia.es/product_images/2639/2639_ISO_0_ES.jpg?imwidth=176,C
,,Lomo extra adobado Seleccion de Dia bandeja 300 g,"2,99 €",https://www.dia.es/product_images/164337/164337_ISO_0_ES.jpg?imwidth=176,C
,,Panceta fileteada de cerdo Seleccion de Dia bandeja 500 g aprox.,"3,90 €",https://www.dia.es/product_images/290997/290997_ISO_0_ES.jpg?imwidth=176,B
,,Compango asturiano Vallina bolsa 250 g,"2,69 €",https://www.dia.es/product_images/159422/159422_ISO_0_ES.jpg?imwidth=176,A
,,Chistorra de navarra Seleccion de Dia bolsa 220 g,"1,69 €",https://www.dia.es/product_images/32912/32912_ISO_0_ES.jpg?imwidth=176,A
,,Filete de cinta de lomo Seleccion de Dia bandeja 450 g aprox.,"3,37 €",https://www.dia.es/product_images/290994/290994_ISO_0_ES.jpg?imwidth=176,B
,,Chuletas de cerdo de sajonia Seleccion de Dia bandeja 300 g aprox.,"2,94 €",https://www.dia.es/product_images/288011/288011_ISO_0_ES.jpg?imwidth=176,C
,,Oreja de cerdo al ajillo Emcesa bolsa 500 g,"3,19 €",https://www.dia.es/product_images/284932/284932_ISO_0_ES.jpg?imwidth=176,D
,,Oreja de cerdo adobada Emcesa bolsa 500 g,"3,19 €",https://www.dia.es/product_images/284931/284931_ISO_0_ES.jpg?imwidth=176,B
,,Tira de costilla de cerdo sabor barbacoa envasada al vacio Seleccion de Dia bolsa 1.1 Kg aprox.,"9,89 €",https://www.dia.es/product_images/182450/182450_ISO_0_ES.jpg?imwidth=176,B
,,Lomo de cerdo extra al ajillo Seleccion de Dia bandeja 300 g,"2,49 €",https://www.dia.es/product_images/162621/162621_ISO_0_ES.jpg?imwidth=176,A
,,Lomo adobado al horno bandeja 330 g,"2,99 €",https://www.dia.es/product_images/1372/1372_ISO_0_ES.jpg?imwidth=176,D
,,Morcilla de burgos Seleccion de Dia bolsa 300 g,"1,65 €",https://www.dia.es/product_images/124801/124801_ISO_0_ES.jpg?imwidth=176,B
,,Chorizo gallego malla 500 g,"4,39 €",https://www.dia.es/product_images/119015/119015_ISO_0_ES.jpg?imwidth=176,C
,,Solomillo de pavo Seleccion de Dia bandeja 345 g aprox.,"2,76 €",https://www.dia.es/product_images/261350/261350_ISO_0_ES.jpg?imwidth=176,E
,,Filetes de pechuga de pavo Seleccion de Dia bandeja 575 g aprox.,"5,17 €",https://www.dia.es/product_images/261349/261349_ISO_0_ES.jpg?imwidth=176,C
,,Chuletas de pavo al ajillo Seleccion de Dia bandeja 550 g aprox.,"3,29 €",https://www.dia.es/product_images/147147/147147_ISO_0_ES.jpg?imwidth=176,D
,,Pechuga de pavo adobada Serrano bandeja 240 g,"2,59 €",https://www.dia.es/product_images/71825/71825_ISO_0_ES.jpg?imwidth=176,B
,,Filete de pavo al pimenton Seleccion de Dia bandeja 575 g aprox.,"5,17 €",https://www.dia.es/product_images/186193/186193_ISO_0_ES.jpg?imwidth=176,A
,,Chuleta de contramuslo de pavo Seleccion de Dia bandeja 550 g aprox.,"4,28 €",https://www.dia.es/product_images/261352/261352_ISO_0_ES.jpg?imwidth=176,A
,,Fiambre de lomo de pavo Serrano bandeja 240 g,"2,49 €",https://www.dia.es/product_images/71826/71826_ISO_0_ES.jpg?imwidth=176,C
,,Medio conejo troceado Seleccion de Dia bandeja 650 g aprox.,"6,08 €",https://www.dia.es/product_images/7020/7020_ISO_0_ES.jpg?imwidth=176,B
,,Preparado de carne picada de cerdo y vacuno Seleccion de Dia bandeja 500 g,"3,99 €",https://www.dia.es/product_images/261241/261241_ISO_0_ES.jpg?imwidth=176,E
,,Hamburguesas de pollo Seleccion de Dia bandeja 540 g,"3,99 €",https://www.dia.es/product_images/261374/261374_ISO_0_ES.jpg?imwidth=176,B
,,Preparado de carne picada de pavo y pollo Seleccion de Dia bandeja 365 g,"2,29 €",https://www.dia.es/product_images/291140/291140_ISO_0_ES.jpg?imwidth=176,E
,,Preparado de carne picada de vacuno Seleccion de Dia bandeja 500 g,"4,39 €",https://www.dia.es/product_images/261239/261239_ISO_0_ES.jpg?imwidth=176,B
,,Hamburguesas crispy chicken 2 unidades Seleccion de Dia bandeja 240 g,"2,15 €",https://www.dia.es/product_images/288198/288198_ISO_0_ES.jpg?imwidth=176,A
,,Hamburguesas de vacuno Seleccion de Dia bandeja 540 g,"4,89 €",https://www.dia.es/product_images/244790/244790_ISO_0_ES.jpg?imwidth=176,D
,,Preparado de carne picada de cerdo Seleccion de Dia bandeja 500 g,"3,09 €",https://www.dia.es/product_images/261238/261238_ISO_0_ES.jpg?imwidth=176,E
,,Hamburguesas de cerdo y vacuno Seleccion de Dia bandeja 540 g,"4,19 €",https://www.dia.es/product_images/244789/244789_ISO_0_ES.jpg?imwidth=176,D
,,Preparado de carne picada de vacuno y cerdo Seleccion de Dia bandeja 900 g,"6,39 €",https://www.dia.es/product_images/261242/261242_ISO_0_ES.jpg?imwidth=176,A
,,Hamburguesa big new york Seleccion de Dia bandeja 340 g,"3,99 €",https://www.dia.es/product_images/273119/273119_ISO_0_ES.jpg?imwidth=176,C
,,Hamburguesas de pollo y espinacas Seleccion de Dia bandeja 200 g,"2,00 €",https://www.dia.es/product_images/275697/275697_ISO_0_ES.jpg?imwidth=176,C
,,Preparado de carne picada de vacuno Seleccion de Dia bandeja 900 g,"6,99 €",https://www.dia.es/product_images/261240/261240_ISO_0_ES.jpg?imwidth=176,D
,,Hamburguesa de vacuno ecologica Seleccion de Dia bandeja 240 g,"3,29 €",https://www.dia.es/product_images/272306/272306_ISO_0_ES.jpg?imwidth=176,E
,,Langostino cocido Seleccion de Dia bandeja 400 g,"4,49 €",https://www.dia.es/product_images/117788/117788_ISO_0_ES.jpg?imwidth=176,B
